Geo Code,Geo Name,Line Number
"2431122","East Broughton, MÉ",519122
"2431130","Sacré-Coeur-de-Jésus, PE",519542
"2431135","Saint-Pierre-de-Broughton, MÉ",519962
"2431140","Saint-Jacques-de-Leeds, MÉ",520382
"2432","L'Érable",520802
"2432013","Saint-Ferdinand, MÉ",521222
"2432023","Sainte-Sophie-d'Halifax, MÉ",521642
"2432033","Princeville, V",522062
"2432040","Plessisville, V",522482
"2432045","Plessisville, PE",522902
"2432050","Saint-Pierre-Baptiste, PE",523322
"2432058","Inverness, MÉ",523742
"2432065","Lyster, MÉ",524162
"2432072","Laurierville, MÉ",524582
"2432080","Notre-Dame-de-Lourdes, PE",525002
"2432085","Villeroy, MÉ",525422
"2433","Lotbinière",525842
"2433007","Saint-Sylvestre, MÉ",526262
"2433017","Sainte-Agathe-de-Lotbinière, MÉ",526682
"2433025","Saint-Patrice-de-Beaurivage, MÉ",527102
"2433030","Saint-Narcisse-de-Beaurivage, PE",527522
"2433035","Saint-Gilles, PE",527942
"2433040","Dosquet, MÉ",528362
"2433045","Saint-Agapit, MÉ",528782
"2433052","Saint-Flavien, MÉ",529202
"2433060","Laurier-Station, VL",529622
"2433065","Saint-Janvier-de-Joly, MÉ",530042
"2433070","Val-Alain, MÉ",530462
"2433080","Saint-Édouard-de-Lotbinière, PE",530882
"2433085","Notre-Dame-du-Sacré-Coeur-d'Issoudun, PE",531302
"2433090","Saint-Apollinaire, MÉ",531722
"2433095","Saint-Antoine-de-Tilly, MÉ",532142
"2433102","Sainte-Croix, MÉ",532562
"2433115","Lotbinière, MÉ",532982
"2433123","Leclercville, MÉ",533402
"2434","Portneuf",533822
"2434007","Neuville, V",534242
"2434017","Pont-Rouge, V",534662
"2434025","Donnacona, V",535082
"2434030","Cap-Santé, V",535502
"2434038","Saint-Basile, V",535922
"2434048","Portneuf, V",536342
"2434058","Deschambault-Grondines, MÉ",536762
"2434060","Saint-Gilbert, PE",537182
"2434065","Saint-Marc-des-Carrières, V",537602
"2434078","Saint-Casimir, MÉ",538022
"2434085","Saint-Thuribe, PE",538442
"2434090","Saint-Ubalde, MÉ",538862
"2434097","Saint-Alban, MÉ",539282
"2434105","Sainte-Christine-d'Auvergne, MÉ",539702
"2434115","Saint-Léonard-de-Portneuf, MÉ",540122
"2434120","Lac-Sergent, V",540542
"2434128","Saint-Raymond, V",540962
"2434135","Rivière-à-Pierre, MÉ",541382
"2435","Mékinac",541802
"2435005","Notre-Dame-de-Montauban, MÉ",542222
"2435010","Lac-aux-Sables, PE",542642
"2435015","Saint-Adelphe, PE",543062
"2435020","Saint-Séverin, PE",543482
"2435027","Saint-Tite, V",543902
"2435035","Hérouxville, PE",544322
"2435040","Grandes-Piles, VL",544742
"2435045","Saint-Roch-de-Mékinac, PE",545162
"2435050","Sainte-Thècle, MÉ",545582
"2435055","Trois-Rives, MÉ",546002
"2436","Shawinigan",546422
"2436033","Shawinigan, V",546842
"2437","Francheville",547262
"2437067","Trois-Rivières, V",547682
"2437205","Sainte-Anne-de-la-Pérade, MÉ",548102
"2437210","Batiscan, MÉ",548522
"2437215","Sainte-Geneviève-de-Batiscan, PE",548942
"2437220","Champlain, MÉ",549362
"2437225","Saint-Luc-de-Vincennes, MÉ",549782
"2437230","Saint-Maurice, PE",550202
"2437235","Notre-Dame-du-Mont-Carmel, PE",550622
"2437240","Saint-Narcisse, PE",551042
"2437245","Saint-Stanislas, MÉ",551462
"2437250","Saint-Prosper-de-Champlain, MÉ",551882
"2438","Bécancour",552302
"2438005","Saint-Sylvère, MÉ",552722
"2438010","Bécancour, V",553142
"2438015","Sainte-Marie-de-Blandford, MÉ",553562
"2438020","Lemieux, MÉ",553982
"2438028","Manseau, MÉ",554402
"2438035","Sainte-Françoise, MÉ",554822
"2438040","Sainte-Sophie-de-Lévrard, PE",555242
"2438047","Fortierville, MÉ",555662
"2438055","Parisville, PE",556082
"2438060","Sainte-Cécile-de-Lévrard, PE",556502
"2438065","Saint-Pierre-les-Becquets, MÉ",556922
"2438070","Deschaillons-sur-Saint-Laurent, MÉ",557342
"2438802","Wôlinak, IRI",557762
"2439","Arthabaska",558182
"2439005","Saints-Martyrs-Canadiens, PE",558602
"2439010","Ham-Nord, CT",559022
"2439015","Notre-Dame-de-Ham, MÉ",559442
"2439020","Saint-Rémi-de-Tingwick, MÉ",559862
"2439025","Tingwick, MÉ",560282
"2439030","Chesterville, MÉ",560702
"2439035","Sainte-Hélène-de-Chester, MÉ",561122
"2439043","Saint-Norbert-d'Arthabaska, MÉ",561542
"2439060","Saint-Christophe-d'Arthabaska, PE",561962
"2439062","Victoriaville, V",562382
"2439077","Warwick, V",562802
"2439085","Saint-Albert, MÉ",563222
"2439090","Sainte-Élizabeth-de-Warwick, MÉ",563642
"2439097","Kingsey Falls, V",564062
"2439105","Sainte-Séraphine, PE",564482
"2439117","Sainte-Clotilde-de-Horton, MÉ",564902
"2439130","Saint-Samuel, MÉ",565322
"2439135","Saint-Valère, MÉ",565742
"2439145","Saint-Rosaire, PE",566162
"2439150","Sainte-Anne-du-Sault, MÉ",566582
"2439155","Daveluyville, V",567002
"2439165","Maddington Falls, MÉ",567422
"2439170","Saint-Louis-de-Blandford, MÉ",567842
"2440","Les Sources",568262
"2440005","Ham-Sud, MÉ",568682
"2440010","Saint-Adrien, MÉ",569102
"2440017","Wotton, MÉ",569522
"2440025","Saint-Camille, CT",569942
"2440032","Saint-Georges-de-Windsor, MÉ",570362
"2440043","Asbestos, V",570782
"2440047","Danville, V",571202
"2441","Le Haut-Saint-François",571622
"2441012","Saint-Isidore-de-Clifton, MÉ",572042
"2441020","Chartierville, MÉ",572462
"2441027","La Patrie, MÉ",572882
"2441037","Newport, MÉ",573302
"2441038","Cookshire-Eaton, V",573722
"2441055","Ascot Corner, MÉ",574142
"2441060","East Angus, V",574562
"2441065","Westbury, CT",574982
"2441070","Bury, MÉ",575402
"2441075","Hampden, CT",575822
"2441080","Scotstown, V",576242
"2441085","Lingwick, CT",576662
"2441098","Weedon, MÉ",577082
"2441117","Dudswell, MÉ",577502
"2442","Le Val-Saint-François",577922
"2442005","Stoke, MÉ",578342
"2442020","Saint-François-Xavier-de-Brompton, MÉ",578762
"2442025","Saint-Denis-de-Brompton, MÉ",579182
"2442032","Racine, MÉ",579602
"2442040","Bonsecours, MÉ",580022
"2442045","Lawrenceville, VL",580442
"2442050","Sainte-Anne-de-la-Rochelle, MÉ",580862
"2442055","Valcourt, V",581282
"2442060","Valcourt, CT",581702
"2442065","Maricourt, MÉ",582122
"2442070","Kingsbury, VL",582542
"2442075","Melbourne, CT",582962
"2442078","Ulverton, MÉ",583382
"2442088","Windsor, V",583802
"2442095","Val-Joli, MÉ",584222
"2442098","Richmond, V",584642
"2442100","Saint-Claude, MÉ",585062
"2442110","Cleveland, CT",585482
"2443","Sherbrooke",585902
"2443027","Sherbrooke, V",586322
"2444","Coaticook",586742
"2444003","Saint-Malo, MÉ",587162
"2444005","Saint-Venant-de-Paquette, MÉ",587582
"2444010","East Hereford, MÉ",588002
"2444015","Saint-Herménégilde, MÉ",588422
"2444023","Dixville, MÉ",588842
"2444037","Coaticook, V",589262
"2444045","Barnston-Ouest, MÉ",589682
"2444050","Stanstead-Est, MÉ",590102
"2444055","Sainte-Edwidge-de-Clifton, CT",590522
"2444060","Martinville, MÉ",590942
"2444071","Compton, MÉ",591362
"2444080","Waterville, V",591782
"2445","Memphrémagog",592202
"2445008","Stanstead, V",592622
"2445020","Ogden, MÉ",593042
"2445025","Stanstead, CT",593462
"2445030","Potton, CT",593882
"2445035","Ayer's Cliff, VL",594302
"2445043","Hatley, MÉ",594722
"2445050","North Hatley, VL",595142
"2445055","Hatley, CT",595562
"2445060","Sainte-Catherine-de-Hatley, MÉ",595982
"2445072","Magog, V",596402
"2445085","Austin, MÉ",596822
"2445093","Eastman, MÉ",597242
"2445095","Bolton-Est, MÉ",597662
"2445100","Saint-Étienne-de-Bolton, MÉ",598082
"2445105","Stukely-Sud, VL",598502
"2445115","Orford, CT",598922
"2446","Brome-Missisquoi",599342
"2446005","Abercorn, VL",599762
"2446010","Frelighsburg, MÉ",600182
"2446017","Saint-Armand, MÉ",600602
"2446025","Pike River, MÉ",601022
"2446030","Stanbridge Station, MÉ",601442
"2446035","Bedford, V",601862
"2446040","Bedford, CT",602282
"2446045","Stanbridge East, MÉ",602702
"2446050","Dunham, V",603122
"2446058","Sutton, V",603542
"2446065","Bolton-Ouest, MÉ",603962
"2446070","Brome, VL",604382
"2446075","Lac-Brome, V",604802
"2446078","Bromont, V",605222
"2446080","Cowansville, V",605642
"2446085","East Farnham, MÉ",606062
"2446090","Brigham, MÉ",606482
"2446095","Saint-Ignace-de-Stanbridge, MÉ",606902
"2446100","Notre-Dame-de-Stanbridge, MÉ",607322
"2446105","Sainte-Sabine, MÉ",607742
"2446112","Farnham, V",608162
"2447","La Haute-Yamaska",608582
"2447010","Saint-Alphonse-de-Granby, MÉ",609002
"2447017","Granby, V",609422
"2447025","Waterloo, V",609842
"2447030","Warden, VL",610262
"2447035","Shefford, CT",610682
"2447040","Saint-Joachim-de-Shefford, MÉ",611102
"2447047","Roxton Pond, MÉ",611522
"2447055","Sainte-Cécile-de-Milton, MÉ",611942
"2448","Acton",612362
"2448005","Béthanie, MÉ",612782
"2448010","Roxton Falls, VL",613202
"2448015","Roxton, CT",613622
"2448020","Sainte-Christine, PE",614042
"2448028","Acton Vale, V",614462
"2448038","Upton, MÉ",614882
"2448045","Saint-Théodore-d'Acton, MÉ",615302
"2448050","Saint-Nazaire-d'Acton, PE",615722
"2449","Drummond",616142
"2449005","Saint-Félix-de-Kingsey, MÉ",616562
"2449015","Durham-Sud, MÉ",616982
"2449020","Lefebvre, MÉ",617402
"2449025","L'Avenir, MÉ",617822
"2449030","Saint-Lucien, MÉ",618242
"2449040","Wickham, MÉ",618662
"2449048","Saint-Germain-de-Grantham, MÉ",619082
"2449058","Drummondville, V",619502
"2449070","Saint-Cyrille-de-Wendover, MÉ",619922
"2449075","Notre-Dame-du-Bon-Conseil, VL",620342
"2449080","Notre-Dame-du-Bon-Conseil, PE",620762
"2449085","Sainte-Brigitte-des-Saults, PE",621182
"2449095","Saint-Majorique-de-Grantham, PE",621602
"2449100","Saint-Edmond-de-Grantham, PE",622022
"2449105","Saint-Eugène, MÉ",622442
"2449113","Saint-Guillaume, MÉ",622862
"2449125","Saint-Bonaventure, MÉ",623282
"2449130","Saint-Pie-de-Guire, PE",623702
"2450","Nicolet-Yamaska",624122
"2450005","Sainte-Eulalie, MÉ",624542
"2450013","Aston-Jonction, MÉ",624962
"2450023","Saint-Wenceslas, MÉ",625382
"2450030","Saint-Célestin, VL",625802
"2450035","Saint-Célestin, MÉ",626222
"2450042","Saint-Léonard-d'Aston, MÉ",626642
"2450050","Sainte-Perpétue, PE",627062
"2450057","Sainte-Monique, MÉ",627482
"2450065","Grand-Saint-Esprit, MÉ",627902
"2450072","Nicolet, V",628322
"2450085","La Visitation-de-Yamaska, MÉ",628742
"2450090","Saint-Zéphirin-de-Courval, PE",629162
"2450095","Saint-Elphège, PE",629582
"2450100","Baie-du-Febvre, MÉ",630002
"2450113","Pierreville, MÉ",630422
"2450128","Saint-François-du-Lac, MÉ",630842
"2450802","Odanak, IRI",631262
"2451","Maskinongé",631682
"2451008","Maskinongé, MÉ",632102
"2451015","Louiseville, V",632522
"2451020","Yamachiche, MÉ",632942
"2451025","Saint-Barnabé, PE",633362
"2451030","Saint-Sévère, PE",633782
"2451035","Saint-Léon-le-Grand, PE",634202
"2451040","Sainte-Ursule, PE",634622
"2451045","Saint-Justin, MÉ",635042
"2451050","Saint-Édouard-de-Maskinongé, MÉ",635462
"2451055","Sainte-Angèle-de-Prémont, MÉ",635882
"2451060","Saint-Paulin, MÉ",636302
"2451065","Saint-Alexis-des-Monts, PE",636722
"2451070","Saint-Mathieu-du-Parc, MÉ",637142
"2451075","Saint-Élie-de-Caxton, MÉ",637562
"2451080","Charette, MÉ",637982
"2451085","Saint-Boniface, MÉ",638402
"2451090","Saint-Étienne-des-Grès, PE",638822
"2452","D'Autray",639242
"2452007","Lavaltrie, V",639662
"2452017","Lanoraie, MÉ",640082
"2452030","Sainte-Élisabeth, MÉ",640502
"2452035","Berthierville, V",640922
"2452040","Sainte-Geneviève-de-Berthier, MÉ",641342
"2452045","Saint-Ignace-de-Loyola, MÉ",641762
"2452050","La Visitation-de-l'Île-Dupas, MÉ",642182
"2452055","Saint-Barthélemy, PE",642602
"2452062","Saint-Cuthbert, MÉ",643022
"2452070","Saint-Norbert, PE",643442
"2452075","Saint-Cléophas-de-Brandon, MÉ",643862
"2452080","Saint-Gabriel, V",644282
"2452085","Saint-Gabriel-de-Brandon, MÉ",644702
"2452090","Saint-Didace, PE",645122
"2452095","Mandeville, MÉ",645542
"2453","Pierre-De Saurel",645962
"2453005","Saint-David, MÉ",646382
"2453010","Massueville, VL",646802
"2453015","Saint-Aimé, MÉ",647222
"2453020","Saint-Robert, MÉ",647642
"2453025","Sainte-Victoire-de-Sorel, MÉ",648062
"2453032","Saint-Ours, V",648482
"2453040","Saint-Roch-de-Richelieu, MÉ",648902
"2453050","Saint-Joseph-de-Sorel, V",649322
"2453052","Sorel-Tracy, V",649742
"2453065","Sainte-Anne-de-Sorel, MÉ",650162
"2453072","Yamaska, MÉ",650582
"2453085","Saint-Gérard-Majella, PE",651002
"2454","Les Maskoutains",651422
"2454008","Saint-Pie, V",651842
"2454017","Saint-Damase, MÉ",652262
"2454025","Sainte-Madeleine, VL",652682
"2454030","Sainte-Marie-Madeleine, PE",653102
"2454035","La Présentation, MÉ",653522
"2454048","Saint-Hyacinthe, V",653942
"2454060","Saint-Dominique, MÉ",654362
"2454065","Saint-Valérien-de-Milton, MÉ",654782
"2454072","Saint-Liboire, MÉ",655202
"2454090","Saint-Simon, MÉ",655622
"2454095","Sainte-Hélène-de-Bagot, MÉ",656042
"2454100","Saint-Hugues, MÉ",656462
"2454105","Saint-Barnabé-Sud, MÉ",656882
"2454110","Saint-Jude, MÉ",657302
"2454115","Saint-Bernard-de-Michaudville, MÉ",657722
"2454120","Saint-Louis, MÉ",658142
"2454125","Saint-Marcel-de-Richelieu, MÉ",658562
"2455","Rouville",658982
"2455008","Ange-Gardien, MÉ",659402
"2455015","Saint-Paul-d'Abbotsford, MÉ",659822
"2455023","Saint-Césaire, V",660242
"2455030","Sainte-Angèle-de-Monnoir, MÉ",660662
"2455037","Rougemont, MÉ",661082
"2455048","Marieville, V",661502
"2455057","Richelieu, V",661922
"2455065","Saint-Mathias-sur-Richelieu, MÉ",662342
"2456","Le Haut-Richelieu",662762
"2456005","Venise-en-Québec, MÉ",663182
"2456010","Saint-Georges-de-Clarenceville, MÉ",663602
"2456015","Noyan, MÉ",664022
"2456023","Lacolle, MÉ",664442
"2456030","Saint-Valentin, MÉ",664862
"2456035","Saint-Paul-de-l'Île-aux-Noix, MÉ",665282
"2456042","Henryville, MÉ",665702
"2456050","Saint-Sébastien, MÉ",666122
"2456055","Saint-Alexandre, MÉ",666542
"2456060","Sainte-Anne-de-Sabrevois, PE",666962
"2456065","Saint-Blaise-sur-Richelieu, MÉ",667382
"2456083","Saint-Jean-sur-Richelieu, V",667802
"2456097","Mont-Saint-Grégoire, MÉ",668222
"2456105","Sainte-Brigide-d'Iberville, MÉ",668642
"2457","La Vallée-du-Richelieu",669062
"2457005","Chambly, V",669482
"2457010","Carignan, V",669902
"2457020","Saint-Basile-le-Grand, V",670322
"2457025","McMasterville, MÉ",670742
"2457030","Otterburn Park, V",671162
"2457033","Saint-Jean-Baptiste, MÉ",671582
"2457035","Mont-Saint-Hilaire, V",672002
"2457040","Beloeil, V",672422
"2457045","Saint-Mathieu-de-Beloeil, MÉ",672842
"2457050","Saint-Marc-sur-Richelieu, MÉ",673262
"2457057","Saint-Charles-sur-Richelieu, MÉ",673682
"2457068","Saint-Denis-sur-Richelieu, MÉ",674102
"2457075","Saint-Antoine-sur-Richelieu, MÉ",674522
"2458","Longueuil",674942
"2458007","Brossard, V",675362
"2458012","Saint-Lambert, V",675782
"2458033","Boucherville, V",676202
"2458037","Saint-Bruno-de-Montarville, V",676622
"2458227","Longueuil, V",677042
"2459","Marguerite-D'Youville",677462
"2459010","Sainte-Julie, V",677882
"2459015","Saint-Amable, MÉ",678302
"2459020","Varennes, V",678722
"2459025","Verchères, MÉ",679142
"2459030","Calixa-Lavallée, MÉ",679562
"2459035","Contrecoeur, V",679982
"2460","L'Assomption",680402
"2460005","Charlemagne, V",680822
"2460013","Repentigny, V",681242
"2460020","Saint-Sulpice, PE",681662
"2460028","L'Assomption, V",682082
"2460035","L'Épiphanie, V",682502
"2460040","L'Épiphanie, PE",682922
"2461","Joliette",683342
"2461005","Saint-Paul, MÉ",683762
"2461013","Crabtree, MÉ",684182
"2461020","Saint-Pierre, VL",684602
"2461025","Joliette, V",685022
"2461027","Saint-Thomas, MÉ",685442
"2461030","Notre-Dame-des-Prairies, V",685862
"2461035","Saint-Charles-Borromée, MÉ",686282
"2461040","Saint-Ambroise-de-Kildare, MÉ",686702
"2461045","Notre-Dame-de-Lourdes, MÉ",687122
"2461050","Sainte-Mélanie, MÉ",687542
"2462","Matawinie",687962
"2462007","Saint-Félix-de-Valois, MÉ",688382
"2462015","Saint-Jean-de-Matha, MÉ",688802
"2462020","Sainte-Béatrix, MÉ",689222
"2462025","Saint-Alphonse-Rodriguez, MÉ",689642
"2462030","Sainte-Marcelline-de-Kildare, MÉ",690062
"2462037","Rawdon, MÉ",690482
"2462047","Chertsey, MÉ",690902
"2462053","Entrelacs, MÉ",691322
"2462055","Notre-Dame-de-la-Merci, MÉ",691742
"2462060","Saint-Donat, MÉ",692162
"2462065","Saint-Côme, PE",692582
"2462070","Sainte-Émélie-de-l'Énergie, MÉ",693002
"2462075","Saint-Damien, PE",693422
"2462080","Saint-Zénon, MÉ",693842
"2462085","Saint-Michel-des-Saints, MÉ",694262
"2462802","Manawan, IRI",694682
"2462912","Saint-Guillaume-Nord, NO",695102
"2463","Montcalm",695522
"2463005","Sainte-Marie-Salomé, PE",695942
"2463013","Saint-Jacques, MÉ",696362
"2463023","Saint-Alexis, MÉ",696782
"2463030","Saint-Esprit, MÉ",697202
"2463035","Saint-Roch-de-l'Achigan, MÉ",697622
"2463040","Saint-Roch-Ouest, MÉ",698042
"2463048","Saint-Lin--Laurentides, V",698462
"2463055","Saint-Calixte, MÉ",698882
"2463060","Sainte-Julienne, MÉ",699302
"2463065","Saint-Liguori, PE",699722
"2464","Les Moulins",700142
"2464008","Terrebonne, V",700562
"2464015","Mascouche, V",700982
"2465","Laval",701402
"2465005","Laval, V",701822
"2466","Montréal",702242
"2466007","Montréal-Est, V",702662
"2466023","Montréal, V",703082
"2466032","Westmount, V",703502
"2466047","Montréal-Ouest, V",703922
"2466058","Côte-Saint-Luc, V",704342
"2466062","Hampstead, V",704762
"2466072","Mont-Royal, V",705182
"2466087","Dorval, V",705602
"2466097","Pointe-Claire, V",706022
"2466102","Kirkland, V",706442
"2466107","Beaconsfield, V",706862
"2466112","Baie-D'Urfé, V",707282
"2466117","Sainte-Anne-de-Bellevue, V",707702
"2466127","Senneville, VL",708122
"2466142","Dollard-Des Ormeaux, V",708542
"2467","Roussillon",708962
"2467005","Saint-Mathieu, MÉ",709382
"2467010","Saint-Philippe, MÉ",709802
"2467015","La Prairie, V",710222
"2467020","Candiac, V",710642
"2467025","Delson, V",711062
"2467030","Sainte-Catherine, V",711482
"2467035","Saint-Constant, V",711902
"2467040","Saint-Isidore, PE",712322
"2467045","Mercier, V",712742
"2467050","Châteauguay, V",713162
"2467055","Léry, V",713582
"2468","Les Jardins-de-Napierville",714002
"2468005","Saint-Bernard-de-Lacolle, PE",714422
"2468010","Hemmingford, VL",714842
"2468015","Hemmingford, CT",715262
"2468020","Sainte-Clotilde, MÉ",715682
"2468025","Saint-Patrice-de-Sherrington, MÉ",716102
"2468030","Napierville, MÉ",716522
"2468035","Saint-Cyprien-de-Napierville, MÉ",716942
"2468040","Saint-Jacques-le-Mineur, MÉ",717362
"2468045","Saint-Édouard, MÉ",717782
"2468050","Saint-Michel, MÉ",718202
"2468055","Saint-Rémi, V",718622
"2469","Le Haut-Saint-Laurent",719042
"2469005","Havelock, CT",719462
"2469010","Franklin, MÉ",719882
"2469017","Saint-Chrysostome, MÉ",720302
"2469025","Howick, MÉ",720722
"2469030","Très-Saint-Sacrement, PE",721142
"2469037","Ormstown, MÉ",721562
"2469045","Hinchinbrooke, MÉ",721982
"2469050","Elgin, MÉ",722402
"2469055","Huntingdon, V",722822
"2469060","Godmanchester, CT",723242
"2469065","Sainte-Barbe, MÉ",723662
"2469070","Saint-Anicet, MÉ",724082
"2469075","Dundee, CT",724502
"2469802","Akwesasne, IRI",724922
"2470","Beauharnois-Salaberry",725342
"2470005","Saint-Urbain-Premier, MÉ",725762
"2470012","Sainte-Martine, MÉ",726182
"2470022","Beauharnois, V",726602
"2470030","Saint-Étienne-de-Beauharnois, MÉ",727022
"2470035","Saint-Louis-de-Gonzague, PE",727442
"2470040","Saint-Stanislas-de-Kostka, MÉ",727862
"2470052","Salaberry-de-Valleyfield, V",728282
"2471","Vaudreuil-Soulanges",728702
"2471005","Rivière-Beaudette, MÉ",729122
"2471015","Saint-Télesphore, MÉ",729542
"2471020","Saint-Polycarpe, MÉ",729962
"2471025","Saint-Zotique, MÉ",730382
"2471033","Les Coteaux, MÉ",730802
"2471040","Coteau-du-Lac, V",731222
"2471045","Saint-Clet, MÉ",731642
"2471050","Les Cèdres, MÉ",732062
"2471055","Pointe-des-Cascades, VL",732482
"2471060","L'Île-Perrot, V",732902
"2471065","Notre-Dame-de-l'Île-Perrot, V",733322
"2471070","Pincourt, V",733742
"2471075","Terrasse-Vaudreuil, MÉ",734162
"2471083","Vaudreuil-Dorion, V",734582
"2471090","Vaudreuil-sur-le-Lac, VL",735002
"2471095","L'Île-Cadieux, V",735422
"2471100","Hudson, V",735842
"2471105","Saint-Lazare, V",736262
"2471110","Sainte-Marthe, MÉ",736682
"2471115","Sainte-Justine-de-Newton, MÉ",737102
"2471125","Très-Saint-Rédempteur, MÉ",737522
"2471133","Rigaud, V",737942
"2471140","Pointe-Fortune, VL",738362
"2472","Deux-Montagnes",738782
"2472005","Saint-Eustache, V",739202
"2472010","Deux-Montagnes, V",739622
"2472015","Sainte-Marthe-sur-le-Lac, V",740042
"2472020","Pointe-Calumet, MÉ",740462
"2472025","Saint-Joseph-du-Lac, MÉ",740882
"2472032","Oka, MÉ",741302
"2472043","Saint-Placide, MÉ",741722
"2473","Thérèse-De Blainville",742142
"2473005","Boisbriand, V",742562
"2473010","Sainte-Thérèse, V",742982
"2473015","Blainville, V",743402
"2473020","Rosemère, V",743822
"2473025","Lorraine, V",744242
"2473030","Bois-des-Filion, V",744662
"2473035","Sainte-Anne-des-Plaines, V",745082
"2474","Mirabel",745502
"2474005","Mirabel, V",745922
"2475","La Rivière-du-Nord",746342
"2475005","Saint-Colomban, V",746762
"2475017","Saint-Jérôme, V",747182
"2475028","Sainte-Sophie, MÉ",747602
"2475040","Prévost, V",748022
"2475045","Saint-Hippolyte, MÉ",748442
"2476","Argenteuil",748862
"2476008","Saint-André-d'Argenteuil, MÉ",749282
"2476020","Lachute, V",749702
"2476025","Gore, CT",750122
"2476030","Mille-Isles, MÉ",750542
"2476035","Wentworth, CT",750962
"2476043","Brownsburg-Chatham, V",751382
"2476052","Grenville-sur-la-Rouge, MÉ",751802
"2476055","Grenville, VL",752222
"2476065","Harrington, CT",752642
"2477","Les Pays-d'en-Haut",753062
"2477011","Estérel, V",753482
"2477012","Sainte-Marguerite-du-Lac-Masson, V",753902
"2477022","Sainte-Adèle, V",754322
"2477030","Piedmont, MÉ",754742
"2477035","Sainte-Anne-des-Lacs, PE",755162
"2477043","Saint-Sauveur, V",755582
"2477050","Morin-Heights, MÉ",756002
"2477055","Lac-des-Seize-Îles, MÉ",756422
"2477060","Wentworth-Nord, MÉ",756842
"2477065","Saint-Adolphe-d'Howard, MÉ",757262
"2478","Les Laurentides",757682
"2478005","Val-Morin, MÉ",758102
"2478010","Val-David, VL",758522
"2478015","Lantier, MÉ",758942
"2478020","Sainte-Lucie-des-Laurentides, MÉ",759362
"2478032","Sainte-Agathe-des-Monts, V",759782
"2478042","Ivry-sur-le-Lac, MÉ",760202
"2478047","Saint-Faustin--Lac-Carré, MÉ",760622
"2478050","Barkmere, V",761042
"2478055","Montcalm, MÉ",761462
"2478060","Arundel, CT",761882
"2478065","Huberdeau, MÉ",762302
"2478070","Amherst, CT",762722
"2478075","Brébeuf, PE",763142
"2478095","Lac-Supérieur, MÉ",763562
"2478100","Val-des-Lacs, MÉ",763982
"2478102","Mont-Tremblant, V",764402
"2478115","La Conception, MÉ",764822
"2478120","Labelle, MÉ",765242
"2478127","Lac-Tremblant-Nord, MÉ",765662
"2478130","La Minerve, MÉ",766082
"2479","Antoine-Labelle",766502
"2479005","Notre-Dame-du-Laus, MÉ",766922
"2479010","Notre-Dame-de-Pontmain, MÉ",767342
"2479015","Lac-du-Cerf, MÉ",767762
"2479022","Saint-Aimé-du-Lac-des-Îles, MÉ",768182
"2479025","Kiamika, MÉ",768602
"2479030","Nominingue, MÉ",769022
"2479037","Rivière-Rouge, V",769442
"2479047","La Macaza, MÉ",769862
"2479050","L'Ascension, MÉ",770282
"2479060","Lac-Saguay, VL",770702
"2479065","Chute-Saint-Philippe, MÉ",771122
"2479078","Lac-des-Écorces, MÉ",771542
"2479088","Mont-Laurier, V",771962
"2479097","Ferme-Neuve, MÉ",772382
"2479105","Lac-Saint-Paul, MÉ",772802
"2479110","Mont-Saint-Michel, MÉ",773222
"2479115","Sainte-Anne-du-Lac, MÉ",773642
"2480","Papineau",774062
"2480005","Fassett, MÉ",774482
"2480010","Montebello, MÉ",774902
"2480015","Notre-Dame-de-Bonsecours, MÉ",775322
"2480020","Notre-Dame-de-la-Paix, MÉ",775742
"2480027","Saint-André-Avellin, MÉ",776162
"2480037","Papineauville, MÉ",776582
"2480045","Plaisance, MÉ",777002
"2480050","Thurso, V",777422
"2480055","Lochaber, CT",777842
"2480060","Lochaber-Partie-Ouest, CT",778262
"2480065","Mayo, MÉ",778682
"2480070","Saint-Sixte, MÉ",779102
"2480078","Ripon, MÉ",779522
"2480085","Mulgrave-et-Derry, MÉ",779942
"2480090","Montpellier, MÉ",780362
"2480095","Lac-Simon, MÉ",780782
"2480103","Chénéville, MÉ",781202
"2480110","Namur, MÉ",781622
"2480115","Boileau, MÉ",782042
"2480125","Saint-Émile-de-Suffolk, MÉ",782462
"2480130","Lac-des-Plages, MÉ",782882
"2480135","Duhamel, MÉ",783302
"2480140","Val-des-Bois, MÉ",783722
"2480145","Bowman, MÉ",784142
"2481","Gatineau",784562
"2481017","Gatineau, V",784982
"2482","Les Collines-de-l'Outaouais",785402
"2482005","L'Ange-Gardien, MÉ",785822
"2482010","Notre-Dame-de-la-Salette, MÉ",786242
"2482015","Val-des-Monts, MÉ",786662
"2482020","Cantley, MÉ",787082
"2482025","Chelsea, MÉ",787502
"2482030","Pontiac, MÉ",787922
"2482035","La Pêche, MÉ",788342
"2483","La Vallée-de-la-Gatineau",788762
"2483005","Denholm, MÉ",789182
"2483010","Low, CT",789602
"2483015","Kazabazua, MÉ",790022
"2483020","Lac-Sainte-Marie, MÉ",790442
"2483032","Gracefield, V",790862
"2483040","Cayamant, MÉ",791282
"2483045","Blue Sea, MÉ",791702
"2483050","Bouchette, MÉ",792122
"2483055","Sainte-Thérèse-de-la-Gatineau, MÉ",792542
"2483060","Messines, MÉ",792962
"2483065","Maniwaki, V",793382
"2483070","Déléage, MÉ",793802
